stem,non_J_elements_and_relations_source_transcription,contains_source_question_mark,status,source,source_url,transcription_note
651,α1 β5/4 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
652,β1 β13 ; β5/3 β10/5 + β1 β13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
655,β1 x617,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
660,β14 β2 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
662,β 14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
665,3β12 β12 ; β16 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
666,5β15 γ2 ; 2β15 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
667,2x652,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
670,β14 β11,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
675,2β14 β2 β9,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
677,2β14 ; 4β117,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
678,β 15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
680,β13 β12 ; 2β16 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
684,α1 β1 β13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
685,α1 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
686,β 15/4,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
689,3 5β16 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
690,β12 β13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
692,"α1 γ3 = ⟨α1 , β15 , β113 ⟩ = x692",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
693,α1 β15/4 ; 3β14 β11,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
694,β 15/3,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
700,β1 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
701,α1 β15/3,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
702,β 15/2 ; SPHERES,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
703,3β13 β12 ; β17 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
704,5β16 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
710,β15,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
713,3β12 β13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
714,"η1 γ2 = ⟨β14 , β1 β2 , γ2 + 2β9 ⟩ = x714",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
715,3x692 ; 2β1 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
716,β1 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
717,2β15/2 ; α1 β15 = 5(2β15/2 ),no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
718,β14 β12 ; 2β17 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
721,α1 x714,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
723,α1 β1 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
724,"5γ3 = ⟨β1 , 5, β1 , β117 ⟩ = x724 ; α1 h2,0 u9",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
727,3 5β16 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
728,β13 β13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
730,β1 x692,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
731,3β15 β11,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
738,β12 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
739,2x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
741,3β14 β12 ; β18 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
742,5β17 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
748,β2 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
751,3β13 β13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
753,3β1 x692,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
756,2β18 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
758,β 16,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
761,"b2,0 β2 γ2 = ⟨α1 β1 , β6 , γ2 ⟩ = x761 ; 3β12 β14",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
762,β1 x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
763,2β2 β14 ; β1 x′724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
764,α1 η11 = β2 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
765,α1 β16 ; 3 5β17 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
766,β14 β13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
768,α1 x761 = γ2 2β1 β6 ; β12 x692,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
769,α1 β1 x′724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
771,"β2 γ3 = ⟨β2 , β15 , β113 ⟩ = x771",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
776,β13 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
777,2β1 x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
778,α1 x771,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
779,β19 γ2 ; 2β2 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
780,5β18 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
786,β1 β2 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
789,3β14 β13,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
794,2β19 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
796,β1 β16,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
799,3β13 β14 ; β1 x761 ; ed),no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
800,β12 x724 ; β12 x′724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
803,3 5β18 γ2,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
806,β17 ; α1 β1 x761,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
807,α1 β12 x′724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
809,β1 x771,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
810,"α1 b2,0 η7 = ⟨α1 , α1 , β1 β12 , β15 ⟩ = β2 x′724",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
811,2β1 β16,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
812,α1 η12 = β3 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
813,α1 β17,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
814,β14 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
815,2β12 x724,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
816,α1 β1 x771,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
817,β110 γ2 ; 4β1 β2 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
818,β110 β10/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
824,β12 β2 β14,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
825,"α1 b1,1 b2,0 u3 = 2β2 x′724",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
826,"b41,1 u4 = ⟨α1 , β15 , α1 β4 , β10/5 ⟩ = x826",no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
827,2β3 β15/5,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
833,α1 x826,no,classical published computation; source marks unresolved/uncertain entries where ? occurs,"Ravenel 2026, Table A3.3 (5-primary stable homotopy excluding im J)",https://www.sas.rochester.edu/mth/sites/doug-ravenel/mybooks/ravenel.pdf,Subscripts/superscripts can flatten in plain text (for example beta_1^2); use the source PDF for typography.
